date,prec,tmin,tmean,tmax,qt
1989-02-21,0.23,24.95,25.45,25.95,3.228
1989-02-22,12.77,24.8,25.3,25.8,3.203
1989-02-23,86.78,25.7,26.2,26.7,13.397
1989-02-24,42.18,21.75,22.25,22.75,21.595
1989-02-25,8.61,21.4,21.9,22.4,25.002
1989-02-26,12.64,21,21.5,22,14.697
1989-02-27,2.09,20.7,21.2,21.7,10.798
1989-02-28,0.5,23.35,23.85,24.35,8.232
1989-03-01,1.84,25.8,26.3,26.8,7.026
1989-03-02,12.12,26.25,26.75,27.25,6.423
1989-03-03,0.83,25.55,26.05,26.55,6.108
1989-03-04,0,24.2,24.7,25.2,5.879
1989-03-05,0,23.9,24.4,24.9,5.649
1989-03-06,5.76,25.15,25.65,26.15,4.876
1989-03-07,22.75,24.7,25.2,25.7,4.749
1989-03-08,37.09,25.25,25.75,26.25,6.423
1989-03-09,12.12,22.3,22.8,23.3,12.497
1989-03-10,8.55,22.6,23.1,23.6,10.798
1989-03-11,3.03,22.2,22.7,23.2,13.202
1989-03-12,4.72,22.4,22.9,23.4,9.999
1989-03-13,0,22.05,22.55,23.05,7.892
1989-03-14,0,22.4,22.9,23.4,6.958
1989-03-15,0,23.25,23.75,24.25,6.389
1989-03-16,0,24.6,25.1,25.6,5.921
1989-03-17,0,24.8,25.3,25.8,5.573
1989-03-18,0.28,24.45,24.95,25.45,5.344
1989-03-19,7.45,24.45,24.95,25.45,5.148
1989-03-20,0.71,24.7,25.2,25.7,4.978
1989-03-21,3.24,24.55,25.05,25.55,4.868
1989-03-22,0,24.8,25.3,25.8,4.732
1989-03-23,0.04,24.8,25.3,25.8,4.621
1989-03-24,0,24,24.5,25,4.273
1989-03-25,0.22,24.6,25.1,25.6,4.129
1989-03-26,12.89,25.6,26.1,26.6,4.129
1989-03-27,0.4,24.7,25.2,25.7,4.01
1989-03-28,0.56,24.7,25.2,25.7,3.806
1989-03-29,1.63,25.15,25.65,26.15,3.746
1989-03-30,0.04,25.9,26.4,26.9,3.729
1989-03-31,0.26,25,25.5,26,3.568
1989-04-01,0.05,24.65,25.15,25.65,3.492
1989-04-02,0.82,25.15,25.65,26.15,3.262
1989-04-03,0.05,25.15,25.65,26.15,3.169
1989-04-04,0.56,24.35,24.85,25.35,3.016
1989-04-05,16.26,25.7,26.2,26.7,3.177
1989-04-06,10.69,26.6,27.1,27.6,4.978
1989-04-07,25.66,25.8,26.3,26.8,4.384
1989-04-08,7.27,24.9,25.4,25.9,9.498
1989-04-09,19.21,25.2,25.7,26.2,5.106
1989-04-10,1.91,25.2,25.7,26.2,3.976
1989-04-11,5.82,25.5,26,26.5,3.373
1989-04-12,1.69,25.5,26,26.5,3.228
1989-04-13,7.35,24.5,25,25.5,3.109
1989-04-14,2.46,24.5,25,25.5,3.695
1989-04-15,1.3,25.9,26.4,26.9,3.993
1989-04-16,18.11,25.05,25.55,26.05,3.56
1989-04-17,11.28,24.9,25.4,25.9,3.441
1989-04-18,1.33,24.1,24.6,25.1,3.466
1989-04-19,0.39,24.6,25.1,25.6,3.568
1989-04-20,0.1,25.5,26,26.5,3.483
1989-04-21,16.63,25.05,25.55,26.05,3.449
1989-04-22,0.46,25.25,25.75,26.25,3.543
1989-04-23,1.46,24.95,25.45,25.95,3.356
1989-04-24,5.59,26.6,27.1,27.6,3.228
1989-04-25,2.85,25.9,26.4,26.9,3.092
1989-04-26,5.85,25.9,26.4,26.9,3.033
1989-04-27,0.43,26.6,27.1,27.6,3.322
1989-04-28,0,25.5,26,26.5,2.948
1989-04-29,0.18,25.9,26.4,26.9,2.761
1989-04-30,0.18,25.85,26.35,26.85,2.6
1989-05-01,0.27,26.4,26.9,27.4,2.608
1989-05-02,1.87,26.45,26.95,27.45,3.5
1989-05-03,4.75,25.45,25.95,26.45,2.846
1989-05-04,0,24.3,24.8,25.3,2.6
1989-05-05,0,25.5,26,26.5,2.6
1989-05-06,2.31,24.5,25,25.5,2.6
1989-05-07,0.92,25.3,25.8,26.3,2.6
1989-05-08,0.46,25.35,25.85,26.35,2.481
1989-05-09,1.21,25.9,26.4,26.9,2.362
1989-05-10,1.6,25.7,26.2,26.7,2.336
1989-05-11,4.95,26.35,26.85,27.35,2.319
1989-05-12,2.57,27.05,27.55,28.05,3.339
1989-05-13,3.52,27.8,28.3,28.8,2.217
1989-05-14,19.72,26.75,27.25,27.75,3.509
1989-05-15,5.33,27.05,27.55,28.05,3.109
1989-05-16,2.4,27.1,27.6,28.1,2.438
1989-05-17,31.96,27.45,27.95,28.45,2.328
1989-05-18,14.65,27.6,28.1,28.6,7.705
1989-05-19,19.65,25.6,26.1,26.6,5.08
1989-05-20,4.76,26.8,27.3,27.8,4.511
1989-05-21,27.95,25.35,25.85,26.35,3.959
1989-05-22,28.98,25.55,26.05,26.55,7.731
1989-05-23,9.49,25.8,26.3,26.8,4.588
1989-05-24,59.9,25.55,26.05,26.55,4.35
1989-05-25,29.21,25.4,25.9,26.4,12.301
1989-05-26,7.73,25.25,25.75,26.25,7.399
1989-05-27,2.96,25.05,25.55,26.05,5.344
1989-05-28,8.14,23.55,24.05,24.55,4.655
1989-05-29,0.54,25.2,25.7,26.2,4.12
1989-05-30,3.01,25.4,25.9,26.4,4.044
1989-05-31,3.45,25.75,26.25,26.75,3.823
1989-06-01,4.44,26.15,26.65,27.15,3.899
1989-06-02,6.59,25.55,26.05,26.55,3.789
1989-06-03,14.73,25.95,26.45,26.95,5.148
1989-06-04,44.48,23.75,24.25,24.75,8.325
1989-06-05,10.35,26.6,27.1,27.6,9.285
1989-06-06,5.05,25.3,25.8,26.3,5.386
1989-06-07,17.03,25.95,26.45,26.95,5.446
1989-06-08,34.81,26.65,27.15,27.65,11.596
1989-06-09,6.24,26.45,26.95,27.45,8.351
1989-06-10,11.36,26.4,26.9,27.4,6.533
1989-06-11,8.52,25.65,26.15,26.65,9.668
1989-06-12,0,25.9,26.4,26.9,8.3
1989-06-13,19.87,27,27.5,28,7.408
1989-06-14,23.52,25.9,26.4,26.9,9.073
1989-06-15,37.61,26.95,27.45,27.95,8.699
1989-06-16,12.32,25.9,26.4,26.9,11.095
1989-06-17,3.58,25.75,26.25,26.75,10.798
1989-06-18,4.93,24.15,24.65,25.15,7.705
1989-06-19,22.86,25,25.5,26,7.391
1989-06-20,1.92,25.8,26.3,26.8,14.196
1989-06-21,17.91,24.9,25.4,25.9,8.648
1989-06-22,7.1,25.95,26.45,26.95,7.272
1989-06-23,3.2,26.15,26.65,27.15,7.06
1989-06-24,1.79,25.75,26.25,26.75,6.601
1989-06-25,23.71,25.2,25.7,26.2,9.676
1989-06-26,16.51,25.05,25.55,26.05,11.401
1989-06-27,52.31,26.3,26.8,27.3,13.898
1989-06-28,5.1,26.7,27.2,27.7,11.197
1989-06-29,7.03,26.6,27.1,27.6,8.589
1989-06-30,7.02,26.15,26.65,27.15,7.459
1989-07-01,0.59,25.95,26.45,26.95,6.941
1989-07-02,23.63,25.8,26.3,26.8,6.83
1989-07-03,1.99,24.2,24.7,25.2,6.117
1989-07-04,36.99,25.7,26.2,26.7,5.513
1989-07-05,5.66,25.55,26.05,26.55,5.08
1989-07-06,39.89,24.55,25.05,25.55,4.868
1989-07-07,41.07,25.6,26.1,26.6,7.612
1989-07-08,3.38,23.9,24.4,24.9,8.716
1989-07-09,5.51,25.25,25.75,26.25,6.006
1989-07-10,1.83,25.85,26.35,26.85,5.53
1989-07-11,27.97,25.6,26.1,26.6,4.749
1989-07-12,5.27,25.8,26.3,26.8,5.021
1989-07-13,3.32,25.4,25.9,26.4,4.791
1989-07-14,18.48,25.2,25.7,26.2,4.341
1989-07-15,17.21,26.6,27.1,27.6,6.023
1989-07-16,46.62,25.75,26.25,26.75,17.399
1989-07-17,24.82,26.75,27.25,27.75,15.801
1989-07-18,14.36,24.7,25.2,25.7,12.896
1989-07-19,16.51,24.45,24.95,25.45,9.472
1989-07-20,5.6,24.35,24.85,25.35,8.181
1989-07-21,9.55,24.55,25.05,25.55,8.232
1989-07-22,11.89,25.55,26.05,26.55,9.175
1989-07-23,13.13,25.95,26.45,26.95,11.995
1989-07-24,35.43,25.55,26.05,26.55,6.677
1989-07-25,38.93,25.75,26.25,26.75,9.549
1989-07-26,10.28,25.9,26.4,26.9,12.803
1989-07-27,8.47,26.05,26.55,27.05,10.696
1989-07-28,23.93,26.45,26.95,27.45,10.398
1989-07-29,2.25,26.05,26.55,27.05,9.498
1989-07-30,21.25,26.45,26.95,27.45,8.818
1989-07-31,13.76,27.15,27.65,28.15,14.595
1989-08-01,6.58,24.2,24.7,25.2,11.8
1989-08-02,3.18,26,26.5,27,9.931
1989-08-03,23.64,25.7,26.2,26.7,9.532
1989-08-04,19.79,26.05,26.55,27.05,14.697
1989-08-05,4.87,26.45,26.95,27.45,15.598
1989-08-06,10.34,25.95,26.45,26.95,13.499
1989-08-07,3.3,26.8,27.3,27.8,14.196
1989-08-08,16.44,24.7,25.2,25.7,16.201
1989-08-09,16.81,26.1,26.6,27.1,13.601
1989-08-10,9.99,25.6,26.1,26.6,12.998
1989-08-11,1.67,25,25.5,26,10.9
1989-08-12,0.34,25.75,26.25,26.75,10.5
1989-08-13,0.61,25,25.5,26,10.398
1989-08-14,0.44,25.4,25.9,26.4,9.362
1989-08-15,7.43,26.65,27.15,27.65,10.9
1989-08-16,6.1,26.8,27.3,27.8,10.5
1989-08-17,3.4,25.8,26.3,26.8,8.997
1989-08-18,0.2,26.25,26.75,27.25,9.031
1989-08-19,0.96,25.2,25.7,26.2,8.037
1989-08-20,2.99,24.95,25.45,25.95,7.535
1989-08-21,1.33,26.45,26.95,27.45,7.238
1989-08-22,7.79,26.45,26.95,27.45,6.66
1989-08-23,2.85,25.75,26.25,26.75,6.329
1989-08-24,26.9,26.9,27.4,27.9,8.342
1989-08-25,57.77,25.9,26.4,26.9,8.291
1989-08-26,6.53,26.6,27.1,27.6,6.456
1989-08-27,1.42,26.25,26.75,27.25,6.278
1989-08-28,11.52,23.8,24.3,24.8,6.091
1989-08-29,20.04,25.9,26.4,26.9,6.091
1989-08-30,10.59,26.2,26.7,27.2,6.338
1989-08-31,21.21,26.45,26.95,27.45,7.782
1989-09-01,2.16,25.4,25.9,26.4,7.34
1989-09-02,0.56,26.25,26.75,27.25,6.04
1989-09-03,9.42,25.4,25.9,26.4,8.461
1989-09-04,21.19,26.45,26.95,27.45,8.215
1989-09-05,27.84,26.25,26.75,27.25,10.602
1989-09-06,14.58,26.4,26.9,27.4,9.999
1989-09-07,1.65,24.25,24.75,25.25,7.357
1989-09-08,0.68,25.95,26.45,26.95,6.686
1989-09-09,1.49,25.85,26.35,26.85,6.473
1989-09-10,6.53,26.45,26.95,27.45,6.168
1989-09-11,3.21,25.95,26.45,26.95,5.862
1989-09-12,3.33,27,27.5,28,5.879
1989-09-13,21.42,25.95,26.45,26.95,8.402
1989-09-14,14.82,26.4,26.9,27.4,7.986
1989-09-15,4.28,25.75,26.25,26.75,6.907
1989-09-16,12.38,25.2,25.7,26.2,6.66
1989-09-17,27.65,26.6,27.1,27.6,7.408
1989-09-18,11.07,26.4,26.9,27.4,6.423
1989-09-19,20.76,26.6,27.1,27.6,6.389
1989-09-20,20.63,26.8,27.3,27.8,6.72
1989-09-21,16.08,26.2,26.7,27.2,7.833
1989-09-22,14.96,27.05,27.55,28.05,9.421
1989-09-23,9.28,26.65,27.15,27.65,7.986
1989-09-24,33.09,26.9,27.4,27.9,6.643
1989-09-25,19.44,26.6,27.1,27.6,6.958
1989-09-26,27.31,27.05,27.55,28.05,10.9
1989-09-27,13.63,25.6,26.1,26.6,11.002
1989-09-28,11.32,26.4,26.9,27.4,9.073
1989-09-29,1.58,26.05,26.55,27.05,8.011
1989-09-30,0,24.75,25.25,25.75,7.306
1989-10-01,2.2,25.85,26.35,26.85,7.009
1989-10-02,1.84,26.55,27.05,27.55,7.06
1989-10-03,0.06,26.7,27.2,27.7,6.389
1989-10-04,0.28,26.25,26.75,27.25,5.913
1989-10-05,12.64,26.9,27.4,27.9,5.921
1989-10-06,9.89,26.1,26.6,27.1,6.1
1989-10-07,1.04,26.3,26.8,27.3,5.938
1989-10-08,0.87,26.65,27.15,27.65,5.547
1989-10-09,2.57,25.05,25.55,26.05,5.378
1989-10-10,11.58,25.8,26.3,26.8,5.216
1989-10-11,7.32,26.25,26.75,27.25,5.191
1989-10-12,14.77,24.05,24.55,25.05,6.21
1989-10-13,67.33,25.25,25.75,26.25,7.382
1989-10-14,6.91,26.05,26.55,27.05,7.518
1989-10-15,0.09,26.25,26.75,27.25,5.709
1989-10-16,6.17,26.4,26.9,27.4,6.609
1989-10-17,2.1,26.4,26.9,27.4,5.853
1989-10-18,0.21,26.45,26.95,27.45,5.25
1989-10-19,4,25.9,26.4,26.9,5.072
1989-10-20,14.51,25.7,26.2,26.7,4.953
1989-10-21,9.19,25.05,25.55,26.05,6.992
1989-10-22,6.34,26.65,27.15,27.65,6.134
1989-10-23,10.51,26.05,26.55,27.05,5.216
1989-10-24,9.33,25.95,26.45,26.95,5.004
1989-10-25,5.26,26.15,26.65,27.15,6.168
1989-10-26,20.54,24.7,25.2,25.7,5.989
1989-10-27,10.46,25.95,26.45,26.95,7.518
1989-10-28,8.4,25.7,26.2,26.7,6.091
1989-10-29,49.95,25.55,26.05,26.55,10.398
1989-10-30,44.56,24.45,24.95,25.45,23.6
1989-10-31,97.83,24.9,25.4,25.9,25.299
1989-11-01,29.93,22.85,23.35,23.85,49.197
1989-11-02,72.38,23.5,24,24.5,36.895
1989-11-03,3.31,25.55,26.05,26.55,43.496
1989-11-04,0.22,25.2,25.7,26.2,23.099
1989-11-05,10.81,26.5,27,27.5,17.696
1989-11-06,1.81,26.55,27.05,27.55,14.799
1989-11-07,1.62,25.95,26.45,26.95,12.497
1989-11-08,0.32,25.6,26.1,26.6,11.002
1989-11-09,0.4,26.25,26.75,27.25,9.872
1989-11-10,0.59,25.95,26.45,26.95,9.022
1989-11-11,5.72,25.4,25.9,26.4,8.478
1989-11-12,18.57,24.7,25.2,25.7,8.699
1989-11-13,3.16,25.75,26.25,26.75,8.606
1989-11-14,1.22,26.05,26.55,27.05,7.807
1989-11-15,5.41,25.6,26.1,26.6,7.17
1989-11-16,14.4,25.6,26.1,26.6,6.983
1989-11-17,48.04,25.55,26.05,26.55,7.756
1989-11-18,12.02,25.05,25.55,26.05,25.401
1989-11-19,25.99,24.85,25.35,25.85,10.696
1989-11-20,2.57,25.95,26.45,26.95,9.965
1989-11-21,4.8,25.8,26.3,26.8,8.342
1989-11-22,24.48,25.85,26.35,26.85,7.663
1989-11-23,44.13,26.15,26.65,27.15,7.119
1989-11-24,10.82,26.8,27.3,27.8,7.603
1989-11-25,4.12,27,27.5,28,7.569
1989-11-26,30.59,24.85,25.35,25.85,6.89
1989-11-27,5.04,27.15,27.65,28.15,6.397
1989-11-28,6.45,26.55,27.05,27.55,6.168
1989-11-29,7.74,26.05,26.55,27.05,6.176
1989-11-30,44.45,26.05,26.55,27.05,8.3
1989-12-01,12.97,25.1,25.6,26.1,13.796
1989-12-02,0.98,24.35,24.85,25.35,10.696
1989-12-03,8.03,25.05,25.55,26.05,8.478
1989-12-04,18.19,26.25,26.75,27.25,12.301
1989-12-05,14.1,26.1,26.6,27.1,12.199
1989-12-06,3.69,24.9,25.4,25.9,10.696
1989-12-07,2.54,25.95,26.45,26.95,9.243
1989-12-08,7.29,26.1,26.6,27.1,8.249
1989-12-09,3.56,26.25,26.75,27.25,7.629
1989-12-10,39.76,26.6,27.1,27.6,12.497
1989-12-11,0.43,23.3,23.8,24.3,13.499
1989-12-12,0.92,25.2,25.7,26.2,9.243
1989-12-13,0.75,25.05,25.55,26.05,8.487
1989-12-14,0.04,24.35,24.85,25.35,7.382
1989-12-15,0,24.35,24.85,25.35,7.23
1989-12-16,5.58,24.45,24.95,25.45,6.779
1989-12-17,0.28,25.3,25.8,26.3,6.66
1989-12-18,4.54,25.8,26.3,26.8,6.431
1989-12-19,2.57,24.65,25.15,25.65,6.27
1989-12-20,8.83,24.85,25.35,25.85,5.785
1989-12-21,2.66,24.75,25.25,25.75,5.998
1989-12-22,0.05,25.25,25.75,26.25,5.768
1989-12-23,74.94,24.6,25.1,25.6,5.811
1989-12-24,22.53,26.5,27,27.5,37.898
1989-12-25,30.56,22.3,22.8,23.3,23.294
1989-12-26,56.61,21.55,22.05,22.55,31.994
1989-12-27,7.3,21.45,21.95,22.45,36.7
1989-12-28,4.94,22.3,22.8,23.3,22.598
1989-12-29,0.04,22.4,22.9,23.4,17.101
1989-12-30,0.12,24.15,24.65,25.15,13.796
1989-12-31,0.71,24.35,24.85,25.35,11.8
1990-01-01,3.88,25.25,25.75,26.25,10.9
1990-01-02,18.07,24.9,25.4,25.9,10.296
1990-01-03,14.29,25.05,25.55,26.05,10.9
1990-01-04,6.23,24.2,24.7,25.2,9.209
1990-01-05,4.24,24.85,25.35,25.85,9.659
1990-01-06,26.78,25.4,25.9,26.4,12.896
1990-01-07,2.37,24.8,25.3,25.8,24.195
1990-01-08,31.04,22.95,23.45,23.95,13.397
1990-01-09,0,25.05,25.55,26.05,10.602
1990-01-10,2.55,24.3,24.8,25.3,9.702
1990-01-11,1.06,23.3,23.8,24.3,9.133
1990-01-12,0.12,23.7,24.2,24.7,8.563
1990-01-13,0.33,24.75,25.25,25.75,8.071
1990-01-14,1.12,24.3,24.8,25.3,7.782
1990-01-15,6.54,25.05,25.55,26.05,7.467
1990-01-16,9.4,23,23.5,24,6.898
1990-01-17,23.97,24.9,25.4,25.9,13.202
1990-01-18,50.37,24.2,24.7,25.2,16.6
1990-01-19,0.71,24.75,25.25,25.75,8.776
1990-01-20,4.25,25.45,25.95,26.45,7.722
1990-01-21,7.65,25.6,26.1,26.6,11.698
1990-01-22,8.61,25.55,26.05,26.55,10.602
1990-01-23,13.29,23.7,24.2,24.7,10.203
1990-01-24,10.34,24.55,25.05,25.55,8.869
1990-01-25,10.21,25.2,25.7,26.2,7.79
1990-01-26,11.98,25.75,26.25,26.75,7.365
1990-01-27,18.2,25.2,25.7,26.2,7.561
1990-01-28,0.25,25.2,25.7,26.2,10.203
1990-01-29,30.82,25.6,26.1,26.6,7.365
1990-01-30,0.04,25.25,25.75,26.25,6.822
1990-01-31,3.61,25.4,25.9,26.4,6.304
1990-02-01,1.76,25.4,25.9,26.4,5.989
1990-02-02,0.33,25.6,26.1,26.6,5.649
1990-02-03,6.99,25.85,26.35,26.85,5.386
1990-02-04,2.16,24.4,24.9,25.4,5.378
1990-02-05,8.84,25.25,25.75,26.25,5.199
1990-02-06,0.42,24.3,24.8,25.3,5.021
1990-02-07,0.06,24.7,25.2,25.7,4.936
1990-02-08,2.17,22.55,23.05,23.55,4.791
1990-02-09,0.64,23.8,24.3,24.8,4.749
1990-02-10,2.18,25.05,25.55,26.05,4.588
1990-02-11,0.04,25.65,26.15,26.65,4.409
1990-02-12,0.11,25.5,26,26.5,4.316
1990-02-13,0,25.15,25.65,26.15,4.222
1990-02-14,0.02,24.65,25.15,25.65,4.129
1990-02-15,0.26,24.9,25.4,25.9,3.942
1990-02-16,1.09,24.9,25.4,25.9,3.942
1990-02-17,0.1,22.3,22.8,23.3,3.942
1990-02-18,0,23.45,23.95,24.45,3.746
1990-02-19,0,25.15,25.65,26.15,3.746
1990-02-20,0.06,24.55,25.05,25.55,3.746
1990-02-21,1.02,25,25.5,26,3.848
1990-02-22,2.64,24.7,25.2,25.7,3.746
1990-02-23,5.42,24.5,25,25.5,3.568
1990-02-24,0.78,23.05,23.55,24.05,3.398
1990-02-25,1.93,24.75,25.25,25.75,3.398
1990-02-26,3.14,24.1,24.6,25.1,3.398
1990-02-27,5.91,23.05,23.55,24.05,3.313
1990-02-28,1.63,23.7,24.2,24.7,3.228
1990-03-01,0.03,24.55,25.05,25.55,3.228
1990-03-02,0,24.45,24.95,25.45,3.058
1990-03-03,0.37,24.05,24.55,25.05,3.058
1990-03-04,1.97,23.8,24.3,24.8,3.058
1990-03-05,0.59,23.5,24,24.5,3.058
1990-03-06,7.24,23.85,24.35,24.85,3.058
1990-03-07,17.69,24.9,25.4,25.9,4.808
1990-03-08,14.37,22.45,22.95,23.45,3.942
1990-03-09,1.63,24.15,24.65,25.15,3.058
1990-03-10,2.92,23.9,24.4,24.9,3.228
1990-03-11,16.45,24.4,24.9,25.4,3.398
1990-03-12,32.71,25.95,26.45,26.95,5.921
1990-03-13,41.89,24.25,24.75,25.25,16.099
1990-03-14,14.49,24.75,25.25,25.75,8.13
1990-03-15,11.51,25.75,26.25,26.75,4.953
1990-03-16,15.8,25.8,26.3,26.8,4.316
1990-03-17,7.86,25.9,26.4,26.9,3.942
1990-03-18,1,24.25,24.75,25.25,4.231
1990-03-19,17.98,25.75,26.25,26.75,3.746
1990-03-20,8.01,25.4,25.9,26.4,4.316
1990-03-21,6.95,23.6,24.1,24.6,4.316
1990-03-22,2.98,24.5,25,25.5,3.568
1990-03-23,0.67,24.95,25.45,25.95,3.398
1990-03-24,1.46,24.85,25.35,25.85,3.398
1990-03-25,0.09,24.5,25,25.5,3.228
1990-03-26,2.92,25.7,26.2,26.7,3.228
1990-03-27,1.53,25.2,25.7,26.2,3.228
1990-03-28,0.04,24.45,24.95,25.45,3.058
1990-03-29,0,24.6,25.1,25.6,3.058
1990-03-30,0,25.05,25.55,26.05,3.058
1990-03-31,0.11,25.5,26,26.5,2.897
1990-04-01,0,25.1,25.6,26.1,2.753
1990-04-02,0,25.65,26.15,26.65,2.753
1990-04-03,0,24.9,25.4,25.9,2.753
1990-04-04,0,24.7,25.2,25.7,2.6
1990-04-05,4.62,24.9,25.4,25.9,2.6
1990-04-06,5.08,24.75,25.25,25.75,2.464
1990-04-07,1.78,25.45,25.95,26.45,2.489
1990-04-08,18.72,25.45,25.95,26.45,4.282
1990-04-09,14.71,25.2,25.7,26.2,5.87
1990-04-10,1.57,24.35,24.85,25.35,2.897
1990-04-11,0.5,25.9,26.4,26.9,2.6
1990-04-12,0.67,24.85,25.35,25.85,2.6
1990-04-13,0.02,25.6,26.1,26.6,2.464
1990-04-14,0,25.35,25.85,26.35,2.464
1990-04-15,0.05,25.05,25.55,26.05,2.464
1990-04-16,19.39,24.55,25.05,25.55,2.464
1990-04-17,0.57,25.7,26.2,26.7,2.319
1990-04-18,0.06,24.35,24.85,25.35,2.183
1990-04-19,0.37,25.45,25.95,26.45,2.047
1990-04-20,0.03,25.45,25.95,26.45,2.047
1990-04-21,2.21,25.5,26,26.5,2.192
1990-04-22,0.69,25.3,25.8,26.3,2.183
1990-04-23,0.73,26.25,26.75,27.25,2.047
1990-04-24,0.29,25.8,26.3,26.8,2.183
1990-04-25,0.03,25.3,25.8,26.3,2.183
1990-04-26,3.07,25.9,26.4,26.9,2.183
1990-04-27,27.4,26.25,26.75,27.25,2.183
1990-04-28,0.37,25.95,26.45,26.95,2.047
1990-04-29,10.46,26.6,27.1,27.6,2.107
1990-04-30,0.93,26.8,27.3,27.8,2.047
1990-05-01,1.44,26,26.5,27,2.319
1990-05-02,0,25.85,26.35,26.85,2.047
1990-05-03,0.77,24.4,24.9,25.4,1.928
1990-05-04,2.01,23.3,23.8,24.3,1.988
1990-05-05,0.93,24.5,25,25.5,1.928
1990-05-06,53.42,25.5,26,26.5,1.954
1990-05-07,21.05,26.15,26.65,27.15,2.047
1990-05-08,22.75,26.1,26.6,27.1,2.047
1990-05-09,27.84,26.4,26.9,27.4,3.398
1990-05-10,5.6,25.95,26.45,26.95,2.464
1990-05-11,30.87,25.05,25.55,26.05,2.753
1990-05-12,7.34,26.55,27.05,27.55,4.29
1990-05-13,10.53,26.75,27.25,27.75,4.554
1990-05-14,53.15,26.3,26.8,27.3,13.295
1990-05-15,24.55,24.7,25.2,25.7,5.497
1990-05-16,16.86,23.5,24,24.5,4.316
1990-05-17,11.96,25.95,26.45,26.95,3.695
1990-05-18,15.59,26.45,26.95,27.45,4.316
1990-05-19,2.5,25.35,25.85,26.35,3.398
1990-05-20,2.08,26.95,27.45,27.95,3.398
1990-05-21,42.56,26.65,27.15,27.65,6.304
1990-05-22,19.19,25.1,25.6,26.1,8.597
1990-05-23,6.87,26.75,27.25,27.75,4.732
1990-05-24,12.5,26.4,26.9,27.4,4.316
1990-05-25,14.71,26.95,27.45,27.95,4.401
1990-05-26,16.57,26.95,27.45,27.95,5.148
1990-05-27,1.65,27.05,27.55,28.05,6.983
1990-05-28,27.84,26.9,27.4,27.9,5.157
1990-05-29,1.41,27.05,27.55,28.05,4.316
1990-05-30,4.62,27.55,28.05,28.55,4.503
1990-05-31,17.92,26.75,27.25,27.75,6.941
1990-06-01,19.07,26.75,27.25,27.75,7.306
1990-06-02,23.54,24.9,25.4,25.9,5.267
1990-06-03,3.68,25.95,26.45,26.95,5.378
1990-06-04,20.29,25.75,26.25,26.75,4.936
1990-06-05,17.56,26.25,26.75,27.25,4.52
1990-06-06,7.56,26.2,26.7,27.2,6.516
1990-06-07,23.87,25.75,26.25,26.75,6.618
1990-06-08,43.62,26.3,26.8,27.3,12.199
1990-06-09,37.18,24.85,25.35,25.85,13.202
1990-06-10,8.6,25.25,25.75,26.25,9.319
1990-06-11,25.42,24.2,24.7,25.2,11.401
1990-06-12,13.69,26.45,26.95,27.45,10.398
1990-06-13,16.67,25.4,25.9,26.4,8.827
1990-06-14,4.51,25.55,26.05,26.55,7.382
1990-06-15,12.97,24.55,25.05,25.55,6.329
1990-06-16,23.24,25.4,25.9,26.4,7.62
1990-06-17,7,25.75,26.25,26.75,8.079
1990-06-18,24.42,25.95,26.45,26.95,6.575
1990-06-19,0.63,26.95,27.45,27.95,5.853
1990-06-20,3.57,27.15,27.65,28.15,5.539
1990-06-21,0.6,28,28.5,29,5.378
1990-06-22,5.68,25.75,26.25,26.75,4.936
1990-06-23,8.29,26.1,26.6,27.1,4.936
1990-06-24,8.39,25.45,25.95,26.45,5.446
1990-06-25,19.82,25.1,25.6,26.1,6.423
1990-06-26,11.36,24.75,25.25,25.75,4.936
1990-06-27,19.55,26.2,26.7,27.2,4.418
1990-06-28,15.65,25.95,26.45,26.95,4.044
1990-06-29,5.14,25.85,26.35,26.85,3.526
1990-06-30,5.9,26.1,26.6,27.1,3.237
1990-07-01,3.89,25.1,25.6,26.1,3.101
1990-07-02,11.72,25.7,26.2,26.7,3.101
1990-07-03,31.42,25.7,26.2,26.7,6.771
1990-07-04,37.46,26.25,26.75,27.25,4.341
1990-07-05,7.61,25.8,26.3,26.8,3.695
1990-07-06,12.9,26.15,26.65,27.15,3.602
1990-07-07,6.6,25.55,26.05,26.55,3.78
1990-07-08,1.43,26.1,26.6,27.1,3.636
1990-07-09,10.28,25.9,26.4,26.9,3.56
1990-07-10,11.85,23.8,24.3,24.8,4.817
1990-07-11,6.07,25.25,25.75,26.25,4.655
1990-07-12,11.62,26.25,26.75,27.25,4.655
1990-07-13,0.46,24.35,24.85,25.35,4.52
1990-07-14,1.64,25,25.5,26,4.307
1990-07-15,13.89,25.1,25.6,26.1,4.579
1990-07-16,3.86,23.1,23.6,24.1,4.698
1990-07-17,13.36,25.6,26.1,26.6,6.363
1990-07-18,10,25.4,25.9,26.4,7.017
1990-07-19,15.8,23.8,24.3,24.8,6.091
1990-07-20,1.68,25.3,25.8,26.3,5.378
1990-07-21,17.28,25.75,26.25,26.75,4.936
1990-07-22,10.41,24.9,25.4,25.9,9.26
1990-07-23,83.85,24.7,25.2,25.7,18.494
1990-07-24,13.1,24.9,25.4,25.9,17.9
1990-07-25,28.27,25.95,26.45,26.95,13.898
1990-07-26,13.84,25.75,26.25,26.75,12.199
1990-07-27,5.09,26.4,26.9,27.4,10.101
1990-07-28,0.05,26.8,27.3,27.8,9.43
1990-07-29,1.49,27,27.5,28,8.062
